Tab Switches,Window Focus Changes,Copy Events,Cut Events,Paste Events,Full Screen Exits,Risk Level
15,1,6,4,7,4,93.97534360352935
10,6,2,2,2,4,79.03762886347783
15,14,6,2,3,3,119.77400177355966
7,7,7,3,0,3,69.81503228964148
3,0,0,3,1,4,34.74193163118909
7,14,2,4,1,2,78.84178492820791
3,2,4,6,0,3,38.572089125809015
2,6,5,3,4,3,56.76382182679504
2,12,2,6,4,3,76.3492682229233
17,8,3,8,2,3,109.86349211391233
18,7,4,2,4,0,88.42052249925275
18,7,2,4,5,3,104.18152281271745
4,14,3,3,4,2,81.06591830578915
17,8,4,8,0,0,87.77061646580327
9,9,1,4,3,3,77.84586346465437
5,2,9,9,11,1,68.61264368376179
0,7,8,1,6,0,43.777802066551516
4,0,9,9,14,3,79.24034215261469
8,7,7,0,2,2,69.13126782936308
11,12,5,6,6,4,112.72522579447335
13,6,9,0,4,3,93.59590868511208
1,12,2,7,2,1,59.0500517158287
16,14,1,8,5,2,122.92167127058818
13,7,6,6,0,0,77.05435701624442
12,0,7,8,5,2,73.47481419986094
8,5,9,9,12,3,100.74263914825403
14,6,0,5,4,1,78.18648307113317
14,13,5,6,3,2,112.06020452383854
10,10,6,2,3,2,85.78055028760745
15,4,8,8,4,4,106.12064443813138
16,13,2,2,4,4,122.84951332763694
3,4,1,5,0,3,44.294463663589944
0,6,4,3,0,0,27.213080288516295
7,14,9,8,2,0,87.24634424682
16,10,0,0,0,1,77.08593649804224
2,14,5,8,10,3,97.1744113603373
19,2,8,3,3,0,84.06514704067067
14,5,9,9,17,2,124.53976241402967
14,6,8,4,8,3,103.93086468379893
13,0,6,0,2,2,60.529149235477476
13,11,6,0,6,1,95.82146715584102
1,1,7,5,6,3,48.77920475741858
12,11,9,9,0,1,100.01722952669179
13,3,1,0,0,4,70.61693715600386
18,12,5,1,5,1,110.85964509086017
6,7,4,2,1,4,68.04316094381866
2,10,4,6,0,3,65.80385650620546
14,12,2,1,1,2,90.78264615123139
13,13,2,4,6,2,105.96988466902228
10,9,5,8,9,2,102.01992786401341
14,5,9,9,5,1,96.18866250641078
12,0,9,7,6,3,83.41793580454723
17,9,6,7,5,3,117.3866101695654
5,4,0,1,1,4,51.27307060265279
2,6,2,0,1,3,44.22858553347316
18,14,0,8,8,2,132.30164353404584
14,12,9,9,8,3,130.40585264607532
4,5,2,3,0,4,53.105988616371256
9,12,4,8,0,3,90.58500027892248
6,12,8,6,2,3,94.76040844999498
16,11,2,5,7,2,113.71399888135439
6,8,9,9,15,3,109.69702456210162
11,7,9,8,1,1,80.96417756714331
16,14,8,9,10,4,152.0906206587589
12,3,0,3,2,4,70.00313411687573
19,12,5,0,0,4,115.50878892897167
3,10,8,4,4,3,76.33905698515169
9,11,4,5,0,1,79.90811055023546
2,4,9,5,2,4,61.216641669079586
8,6,1,0,1,0,43.58310714053912
12,7,4,6,5,2,90.03217481994619
17,4,0,7,7,0,84.1280210443389
14,8,8,4,2,0,85.2528333748886
3,13,9,1,3,4,87.00878775249207
14,9,9,1,6,0,94.85295824179627
1,11,8,4,5,0,57.268672605684785
14,3,5,6,10,1,86.6688240222903
7,3,8,6,13,2,82.64885888419008
7,12,2,3,5,3,85.93515332867089
16,7,3,2,1,4,94.78055586003015
11,0,5,8,8,4,85.14371475844587
18,7,3,6,5,0,93.96792887110726
9,4,0,1,1,3,61.71531378077692
8,12,6,0,6,3,93.13366802541219
4,13,4,1,2,3,75.45953583158462
5,10,7,2,9,4,94.39508108103429
19,0,8,4,9,4,106.3840892377085
1,3,4,2,3,1,31.21700902433069
12,1,7,9,16,4,110.88293529966778
5,3,0,8,8,4,68.90138896924459
4,7,0,9,9,1,67.34785461519256
0,4,6,3,7,4,58.65656502564794
5,0,5,6,4,0,39.070381424600605
5,6,4,3,2,0,50.40052293596017
15,0,4,2,3,1,61.07699802473065
3,8,8,9,2,1,59.80530518011691
10,2,0,0,0,0,36.205499222616034
8,11,7,8,9,3,103.84216303864125
2,2,1,0,1,4,36.49883046365101
18,14,6,0,4,2,121.42616152614572
7,14,5,0,4,2,87.73457319852275
4,5,9,4,12,1,70.9928561297601
3,9,1,6,2,2,58.91003153193681
5,5,2,6,7,3,69.54447915528773
1,12,3,9,0,2,63.80004681133318
19,10,6,0,6,0,103.50980276907492
10,10,7,5,8,1,95.74401165440305
3,5,1,8,9,2,66.50792937209968
14,12,7,5,2,4,116.88178411695974
5,0,8,3,0,1,33.47411122553633
16,4,6,9,2,3,100.12007531578165
5,11,0,8,1,0,58.10876888447026
18,5,5,2,6,2,101.17935528017355
1,7,7,9,5,0,52.139685293895646
14,12,4,3,6,3,115.57316668669026
10,0,1,3,4,2,54.39609630893513
7,4,4,3,7,1,59.57544227334556
18,2,7,5,5,1,88.86807774733413
12,1,1,6,2,4,73.35562308283646
11,10,0,8,3,3,89.88909819755335
4,7,3,2,2,2,52.116141780210604
5,6,3,7,5,0,56.240834967249036
3,9,8,7,2,0,57.38378645721003
18,6,2,0,2,2,88.66972676041385
19,4,3,4,7,3,102.31769810867918
0,11,2,9,6,3,72.49104380866089
19,12,1,4,2,0,104.35890534430362
16,8,3,7,8,2,108.49798524587118
11,4,7,7,3,2,75.19508057835597
14,1,0,1,1,0,50.32321706590919
0,2,7,2,5,2,38.8313681081394
13,3,7,1,8,2,81.42293329436583
5,14,2,0,0,1,64.67700768886421
4,4,9,1,9,1,56.888104410549424
10,12,9,9,17,4,141.29508188624877
3,2,5,5,3,4,53.351976379050924
12,11,3,0,0,3,85.98300720159921
10,13,0,5,0,1,81.48466586705048
2,6,0,0,0,1,30.79470340464331
0,4,4,1,4,1,32.52713104979971
5,4,7,7,5,1,59.6279643030808
17,5,0,5,0,3,84.09434232326251
9,6,1,8,3,0,64.52437445368706
4,9,6,0,5,3,71.01735002388706
9,9,7,4,1,0,67.32948726974917
11,7,2,6,4,4,91.89167162491187
1,8,7,8,13,1,77.49093998477777
12,10,0,8,6,0,88.62469913410793
7,3,8,3,11,3,78.03061927042314
1,4,1,3,3,0,27.315275779034994
19,14,1,3,3,2,119.67868183640162
0,4,3,2,0,4,40.00240836476824
4,7,9,7,7,4,84.59689699883741
8,8,2,4,4,1,70.2918231787733
16,6,3,6,9,1,100.16543105252964
8,14,5,9,14,3,128.17764662827645
10,4,6,5,1,0,54.130263782287756
14,2,4,8,2,2,73.59716176076996
5,0,1,2,3,4,44.11994430672939
2,10,2,5,5,0,57.335250039945564
16,8,9,2,9,2,117.12562179534746
4,4,2,1,3,0,31.823147401850395
11,8,4,2,1,1,71.30609406322294
17,9,4,1,4,4,112.3103039505613
13,14,3,1,2,2,101.2363152260761
10,11,7,9,8,1,104.96992533282499
8,12,5,6,7,3,99.97120361417667
1,13,5,9,1,3,75.92918672043474
11,3,0,2,2,1,49.38296415246016
2,4,5,7,4,2,52.02158256608081
2,3,2,1,1,2,29.922760263351922
0,1,5,6,7,4,48.78923584139588
7,11,9,2,7,1,86.86509361991362
7,0,5,8,6,3,62.86026151398901
10,7,1,6,3,1,72.92292206155246
8,3,0,8,2,0,44.814835728907575
4,4,2,1,3,2,48.04591040012187
13,5,4,5,7,0,80.50911108592669
2,13,3,4,4,3,78.97538882636835
4,7,6,1,1,2,51.342327596903104
4,10,3,3,4,3,75.77691875426753
18,7,7,3,2,3,103.57490510918346
13,6,6,7,4,3,95.18037660709285
3,3,9,6,3,4,64.60931325481351
12,5,8,4,7,3,95.41353814500894
9,3,0,8,1,3,60.121676165408076
17,14,4,0,2,0,104.07082012368531
7,13,3,3,1,0,69.87990890548508
7,6,5,4,5,0,58.96759952789013
6,11,0,7,7,2,80.31598148790076
7,12,5,2,3,4,92.26950105974566
13,11,0,4,2,2,90.47314439406715
18,14,0,2,1,4,120.71261869749448
5,12,7,6,13,4,109.42959727965882
0,12,1,9,2,1,57.16268588328731
14,10,9,2,9,1,109.16060924308303
0,13,5,6,4,1,69.95292922260947
16,0,5,1,5,4,84.78943675429875
0,4,5,6,0,4,49.086598118136244
14,14,7,8,0,2,113.57469684169969
1,13,3,4,2,4,74.86756993250668
13,9,2,5,1,3,89.37531643266777
7,11,5,9,2,3,87.85904291293808
7,14,3,2,1,4,92.2350817414132
18,9,1,9,0,3,106.94700885178958
6,14,5,4,7,4,103.5692745624678
18,3,9,4,11,1,105.2387793219314
5,10,4,2,4,4,79.87233833932162
5,6,8,7,0,1,57.801535952387376
2,12,5,5,9,0,70.98900460347959
6,8,2,2,4,3,71.40248007204863
18,4,4,0,4,0,79.67941026810881
7,3,9,9,3,3,69.2520080252759
9,14,7,0,7,0,91.98901532596662
19,8,8,9,10,4,136.06448313144577
14,4,7,1,7,0,75.80955347669602
14,8,2,9,2,3,99.1261536931245
0,7,8,4,11,2,68.37871379948126
19,3,2,6,7,3,101.06421578807692
6,10,7,0,4,2,72.16167646605291
3,10,9,0,0,4,64.58217377349555
5,6,8,3,3,3,64.51487348591144
0,4,6,9,4,0,40.1581266986371
4,9,3,5,5,4,77.4851341228497
0,3,9,8,4,3,53.73989108345312
3,4,8,0,4,4,58.627288763078994
1,4,2,9,4,2,46.26516614099917
9,10,2,4,0,4,86.24626484622611
4,14,1,8,9,0,82.39417871565794
9,8,9,7,1,3,89.02133674611981
0,11,2,6,7,2,62.64531321412499
5,8,0,9,4,4,80.02285191368809
12,5,3,1,4,1,66.21984381578045
14,13,7,8,5,2,116.85412055384336
3,3,4,7,8,2,55.790765021017485
12,14,1,9,6,0,104.16771044166288
19,1,2,9,4,0,79.42140030171069
14,13,0,8,4,4,117.28822244152728
7,2,1,8,9,1,58.87662456394845
4,1,0,8,8,2,51.11078960171888
14,4,1,2,0,4,79.08721666977534
3,5,2,6,1,1,44.00864903152126
11,10,0,0,0,4,87.79963499957354
12,4,8,8,6,2,90.50036150637592
1,1,9,8,0,4,47.13130837373873
18,11,4,2,3,0,97.76532053578357
18,4,7,4,1,0,85.01860630746195
3,8,4,7,9,3,79.63080621866789
3,3,7,5,8,1,52.82187031618473
10,11,6,9,15,2,121.7750635381071
4,9,3,9,11,1,79.12729854521024
19,1,6,8,5,0,82.12465687141729
10,2,5,2,3,2,61.543605841867205
9,2,2,6,2,3,64.2849477038678
7,8,8,5,3,0,67.71384527040189
5,3,9,4,1,0,41.58584173999669
5,14,8,3,4,1,83.22654350478271
7,0,4,4,8,4,66.94455949543257
14,0,7,3,5,1,69.28330844217717
13,14,6,2,1,0,92.4785973650389
10,6,8,6,5,1,79.8506857589377
11,6,6,5,8,4,103.31002548088094
12,1,3,3,5,3,72.14454642869308
7,8,3,8,3,2,74.41029396804913
17,8,7,0,0,0,84.71845379259184
0,4,5,0,1,1,27.318597973566487
14,14,8,8,9,0,123.0919959255397
7,14,9,6,6,2,101.48617717633428
10,2,6,1,7,1,62.43894418770443
11,2,6,9,2,3,74.3728850916115
11,11,3,4,0,2,85.93344584698737
3,2,2,3,1,4,44.43574194881405
15,5,7,0,3,4,91.85351425495526
3,3,6,8,3,0,41.58167562564064
4,7,3,5,5,4,75.34446773573575
4,14,3,5,5,1,78.12933472255102
7,12,0,3,2,4,85.22794654785261
9,10,6,1,0,3,81.86097140564885
16,12,0,7,2,1,98.75888352120256
8,10,9,7,4,0,81.50397631798221
18,10,9,2,1,0,101.74423237948295
13,4,3,6,5,4,90.6135823664717
7,0,2,6,2,4,56.26493228451765
8,8,2,4,6,0,67.25432321427823
10,0,0,4,4,1,46.45099071573265
0,5,3,7,2,2,41.80698289837117
13,0,0,3,0,0,41.54774415182754
4,2,7,0,6,3,51.62337191647427
13,14,0,0,0,1,85.49131045509378
3,9,5,8,3,2,67.73685262477224
0,4,6,3,3,2,39.46789123490226
18,14,9,0,1,1,113.26925283774231
7,9,1,1,2,0,54.8519917659312
14,6,3,9,3,2,91.46281194996209
14,13,2,6,5,3,113.31180953432053
8,9,8,1,8,1,82.29520826123878
8,7,6,0,6,4,80.2529181800123
9,11,1,9,3,0,77.6756332819316
19,8,5,8,2,1,105.90105809214323
8,5,8,4,4,3,77.53956002433088
2,14,2,3,0,2,64.30820961299261
19,10,5,3,0,0,97.69635128810849
10,8,2,0,0,0,56.530449963338555
5,7,2,2,2,1,48.44896324363505
1,8,3,0,3,1,39.3681296632206
6,9,8,4,4,3,81.87399458542293
17,3,7,4,6,4,103.66744759318608
1,8,0,8,6,1,53.36056177073806
16,14,0,7,6,1,114.41624599302514
10,6,6,4,0,1,65.8381620251281
11,4,2,4,0,3,67.29791004891447
18,4,6,6,6,2,103.2949886725145
6,0,8,1,3,4,55.684769446549126
19,1,2,6,3,3,90.24065391256715
5,9,2,0,1,1,51.16332731015736
0,2,1,4,5,2,34.003208976642725
16,13,9,5,12,1,137.69187786134827
10,13,0,9,9,3,110.82173770612883
17,7,8,0,2,0,85.68350297597891
16,5,5,8,0,1,81.20858330555191
6,11,5,8,4,2,84.55817530088417
16,9,7,0,5,4,112.05187819269126
19,10,4,3,2,0,99.16018717789566
8,12,8,7,4,1,91.31062066789572
16,14,4,1,4,1,108.02121777515208
19,13,1,7,7,2,126.03248264762526
7,4,5,9,13,0,78.65107135430561
16,12,8,8,14,0,132.8785539595986
6,0,2,8,9,0,47.73888154217827
0,11,9,0,0,1,48.010534003578876
12,10,3,8,7,0,93.37004918056604
18,11,9,3,12,1,131.12197765008278
18,8,7,7,10,1,121.34002363151923
16,2,5,8,6,0,83.32444432880156
12,2,6,2,0,3,68.7013526106237
15,1,6,5,8,4,93.71828062101004
7,3,3,2,3,4,61.39071357195771
18,11,5,0,3,3,115.98620164122326
17,1,8,9,6,0,84.55273659472408
0,12,2,5,2,1,56.83853515436334
13,8,7,4,7,2,103.82075523027656
18,11,6,2,3,3,119.98250863891833
14,9,3,3,5,4,107.52318081420641
17,6,9,1,1,4,102.1049875452743
1,7,2,9,1,1,44.76326960749574
16,2,6,9,7,4,103.30781070255875
17,5,9,3,7,4,112.83777867081648
5,14,8,3,0,1,73.77839303497704
18,9,9,2,5,0,104.3239451479319
3,5,2,5,0,4,51.615645469143416
0,12,9,0,8,0,64.32319991324013
7,0,8,8,1,2,53.95565364975452
6,5,7,9,7,0,64.78054491425746
2,12,2,2,3,1,58.097202185874096
9,13,7,2,3,1,86.96806202036414
9,2,3,2,4,1,52.38032498731436
18,10,5,6,10,4,138.57234519642364
13,2,9,7,9,3,99.04247158168442
1,2,1,1,2,4,36.74060823858608
0,9,7,0,0,0,37.22797125785799
17,10,8,4,10,2,122.55957345396094
6,14,6,7,8,2,99.43746814090824
7,10,7,2,2,2,74.15164344039903
0,14,6,5,10,2,86.91724041361505
2,9,9,2,3,3,64.6179901752189
7,10,3,5,6,2,83.27504465633571
14,7,0,3,0,4,87.12893851426529
4,12,2,6,4,2,71.72862178896062
2,4,6,9,0,1,38.8247943564649
18,3,6,0,1,0,74.2877511497135
0,12,2,0,0,4,60.79481829678983
14,8,0,4,1,3,86.09921200561013
7,8,9,8,16,4,115.3302780291711
1,0,8,4,9,1,35.49930662984285
2,1,5,3,2,2,35.54259537544263
13,7,6,7,10,2,105.6821087368621
13,4,0,4,0,3,74.56744811069039
10,6,0,0,0,0,47.61665782605549
15,0,3,6,9,2,84.36517859777916
3,11,6,3,7,3,83.5825969428572
19,9,7,9,7,2,130.47768537236183
4,11,9,4,6,4,93.60204331696885
13,4,8,5,6,3,93.60481443587658
15,10,0,6,1,3,99.25591532223073
17,11,3,1,0,3,101.70832879558613
6,2,3,0,2,2,40.8362342662687
9,9,2,2,4,3,81.90243896923019
6,11,6,9,3,4,97.76378775020352
0,11,0,0,0,0,33.139913613037315
18,13,8,3,7,0,122.32530929094756
15,1,7,5,4,1,75.23632397747228
18,1,1,4,5,4,95.48711711916488
3,8,1,3,3,4,65.1534449879459
17,12,7,6,1,3,120.81839072570271
1,3,0,5,3,1,30.957653319991056
0,3,6,2,6,4,53.266319822571916
14,6,8,8,11,4,123.32762679140764
4,9,2,4,6,4,82.46352791848113
19,9,6,9,6,2,127.23378942269785
10,12,5,0,0,4,92.93284846832992
9,1,6,5,9,2,70.3165062825927
1,2,6,4,9,4,59.73283557938165
2,2,9,9,11,0,51.74760854868295
11,5,0,7,2,2,72.05797322500206
19,2,2,3,2,2,80.87993361085277
4,10,9,0,5,3,80.04496255194901
4,4,0,1,0,4,49.16057806738144
5,3,4,7,2,1,43.298131314630176
8,2,2,9,11,1,70.09939120758482
1,7,0,7,6,1,47.27117429466514
11,13,1,4,0,1,79.54338007212701
2,9,9,5,4,0,57.58735669759224
19,2,4,1,5,1,85.2703340741971
11,5,2,8,5,3,86.50880085863808
16,12,5,5,7,1,115.3078516251307
9,14,8,8,10,3,119.87153588677286
13,6,5,9,2,2,88.04675752490661
16,6,1,2,3,4,92.61490396750894
17,1,1,5,0,1,63.346023483884274
18,13,7,9,10,3,145.20636022348688
16,2,7,4,5,3,94.29962238275684
13,11,5,8,10,4,128.69051069136307
8,9,9,9,16,2,115.2451813957652
7,9,6,0,3,1,64.47477163832633
1,14,0,8,4,3,76.82444923289721
12,3,8,4,11,1,83.65975498768589
6,6,4,0,1,0,45.52860265378419
8,1,8,9,0,3,66.79451601514059
10,2,1,7,1,2,58.71319682814625
13,6,7,6,7,4,108.06350842202073
3,6,6,5,9,3,72.88207972157727
12,14,3,1,1,0,81.56109527268327
1,9,2,4,1,4,57.51207041874561
4,2,3,2,0,2,33.069230902132986
10,11,3,1,3,1,78.02948797897449
5,0,9,9,10,1,60.369212742859425
17,11,9,0,9,3,127.89550661714313
9,2,7,8,13,4,95.29966182293597
3,4,3,1,2,0,34.13544824123926
8,6,4,0,2,0,48.06925197000749
5,3,1,6,1,2,46.174619088045105
1,12,3,8,2,4,75.67629057967623
16,12,6,5,11,4,140.12559619052368
4,10,2,7,8,1,74.81622973435525
5,10,0,6,5,2,72.51408646024132
11,14,7,8,14,2,128.73325850480074
9,0,7,6,7,2,65.93592049925981
5,5,5,5,3,4,68.33819054439869
7,1,6,0,3,1,42.41286767056824
1,11,9,8,7,2,78.35373605043594
11,2,1,9,6,1,70.58242491808313
12,3,4,4,4,2,67.61285314816463
6,5,6,1,7,4,74.89975022447074
9,5,8,7,15,1,93.15736248962877
12,6,0,3,1,3,74.96433083271837
16,4,2,2,0,2,76.83345171200887
13,6,5,0,0,4,80.18606197764585
1,1,6,4,4,1,35.70721046457689
10,0,5,2,4,0,46.80369727391572
0,11,0,3,3,4,64.36344798019094
18,9,3,8,6,4,123.32049132930516
3,7,5,6,4,0,51.10686562333305
18,0,7,4,9,0,87.14334964303579
10,11,9,7,3,3,103.61984314443735
7,1,3,5,0,3,48.880391147453835
10,10,6,9,15,3,122.89628086264322
3,11,2,1,1,4,64.84399981667316
16,9,7,6,13,4,133.8325826578731
6,5,0,0,0,4,55.33865425328142
7,0,3,2,0,3,43.76457341188619
2,9,7,0,3,1,54.46054234493457
1,2,9,0,9,4,56.15435991239076
14,6,3,4,2,4,92.08486447766215
4,11,1,5,3,4,80.66360037200229
0,7,1,2,0,3,38.14268935048072
3,3,3,2,5,2,46.259764815106536
14,11,3,2,2,3,98.82696081475221
19,2,1,0,0,2,72.48953339913099
18,0,6,4,0,3,80.93616740038698
2,11,5,0,2,1,51.76599618177641
19,8,2,9,5,1,105.40621281100589
10,9,7,9,5,4,106.35205937329792
16,5,7,2,7,3,103.86853154076279
12,5,0,5,4,2,77.4305803452751
10,8,2,5,0,2,73.61394942634298
1,0,4,2,0,1,19.130794369665413
8,5,1,8,1,4,74.52214995147297
1,11,4,7,4,2,68.67615750337322
8,4,9,2,11,3,87.13723765071198
8,12,2,4,6,4,101.66020436614646
7,10,8,4,1,3,77.97395577734292
16,14,0,4,0,3,108.83988591747409
0,5,3,2,1,1,25.28303790607858
10,13,9,4,8,3,116.92619526477219
7,10,5,4,3,0,66.3144722451782
9,7,8,3,7,4,101.23930628467608
6,4,2,3,0,0,34.96414840365844
2,1,2,1,1,3,29.812726329765045
2,11,4,8,11,3,89.59546693162466
17,11,6,6,1,1,104.42233752371224
4,1,4,0,1,1,24.306956232337402
11,9,7,4,2,1,79.63970118011805
11,4,4,1,0,1,51.64101399545403
18,2,6,9,0,2,89.09092460560687
5,9,5,5,9,1,76.15070646694404
1,2,9,6,14,3,73.86725645208529
11,7,1,1,1,3,70.91171963186551
18,6,2,5,0,4,103.35262904030989
4,0,3,2,4,0,29.144518670703043
11,11,4,8,5,2,102.95408633300096
16,12,8,3,8,2,123.66959462093102
16,11,5,2,5,4,118.7235885495612
9,4,0,2,1,4,65.95213539387457
16,8,2,1,3,1,85.01707371432464
14,3,6,8,0,4,88.34141519089144
11,0,7,7,5,2,69.71250410795574
15,7,6,4,6,0,88.21716627460796
18,4,4,8,4,0,88.9560939445686
7,1,9,1,5,2,57.483676503186025
16,14,7,5,9,1,125.53834358112205
4,11,8,6,7,0,76.7202403742317
15,0,6,5,0,0,53.74194362520038
5,13,8,2,7,1,82.90168931787953
7,11,0,9,1,0,65.88530855424409
17,11,8,9,1,3,122.11467447393223
11,11,2,9,7,2,104.93862949926812
14,2,5,8,1,0,65.76564578232767
8,8,7,7,7,0,79.93319146897998
12,0,2,7,4,1,59.47883619346115
14,3,3,7,8,0,79.80949628581659
9,7,6,8,8,1,86.50381813325741
15,7,6,0,5,2,92.18195874873149
6,9,3,7,7,3,85.28924024690545
16,11,8,1,8,4,129.00025434470243
6,10,2,3,5,2,77.6241756172828
13,12,7,0,6,0,97.81363716261865
14,10,7,5,8,3,115.14176788776521
6,7,3,9,1,4,73.14883652154819
8,9,6,0,2,4,81.12873730246348
18,7,3,4,1,0,85.59784267575517
15,3,0,8,5,4,93.69651251394863
7,7,0,0,0,4,64.48056055385669
17,8,0,8,2,2,101.19022661169355
17,6,1,3,2,2,87.81133116883102
19,13,5,2,0,4,123.94460684727825
6,11,9,7,11,1,98.2334928645752
2,1,4,5,3,0,27.92640264010302
17,8,1,6,5,1,99.5048736199551
9,10,7,8,2,1,83.13690839321859
6,7,8,4,9,4,90.17549227658535
16,12,6,1,5,0,100.17879256306855
13,4,8,2,9,1,86.3869736951905
2,14,3,2,5,2,75.24624019663938
11,11,6,3,0,2,88.26969038625892
12,2,4,9,5,0,69.90352073950979
1,6,4,6,7,1,54.960619201323865
2,13,2,9,9,3,88.45006870464533
4,13,8,5,13,3,108.40952486686265
10,14,9,2,7,0,100.07851897876135
7,1,4,6,0,0,35.852107183163994
11,12,5,3,6,3,103.94331086011144
6,2,2,9,9,1,63.089259669473535
14,11,9,7,9,1,116.02279897790514
16,8,6,6,11,4,124.01486228113413
3,3,8,6,3,0,40.84014457022047
12,3,8,8,13,1,94.72427266622849
17,2,9,7,11,3,116.91539454562694
0,4,9,0,5,3,49.7793879083875
15,2,4,6,5,2,82.38947450633754
12,8,6,2,4,1,82.20628981921386
9,14,2,3,1,4,96.5831929843245
11,2,5,5,8,4,91.43426674912676
1,1,7,4,10,0,40.55096773627569
2,11,7,7,9,2,80.98567965545197
9,4,1,1,1,3,57.911120103798034
1,5,5,4,3,3,49.75273510399898
12,0,6,4,3,0,51.784863593071464
12,13,6,2,8,4,117.03408908550583
17,11,2,9,11,4,140.39112676357368
2,10,8,4,12,3,87.7907340085242
6,5,1,3,3,0,46.29754323711997
13,9,2,4,4,1,86.21638886521568
19,2,1,9,6,2,96.05146235947653
16,3,8,8,1,4,93.3665326997088
11,5,3,6,4,4,89.24463569925587
15,7,1,0,0,4,87.7870536652906
11,14,2,2,0,1,83.90361056236529
14,8,3,8,9,1,100.41941722483958
9,5,9,3,0,2,69.5981824180625
6,6,5,3,3,4,69.47156059865428
19,14,4,9,12,3,152.8627050833947
4,13,2,5,3,4,86.53949020411413
0,4,9,2,8,2,55.101533280046745
16,13,7,2,0,2,107.36736058592444
2,11,7,8,1,3,72.53036605153491
12,14,6,4,0,1,94.78652158288936
13,8,2,6,0,3,89.40894132591468
17,3,0,4,3,2,83.0587897705264
3,9,4,5,0,3,59.049681701909236
17,10,0,7,2,4,113.62988024075402
4,5,5,7,10,2,68.5314691820772
15,4,6,1,5,1,82.16843434195455
0,0,4,8,3,1,27.244767801166304
13,4,3,9,9,3,96.55762873809853
14,12,1,5,1,3,105.26829114010233
8,4,4,6,0,3,63.67002696001477
14,13,8,2,4,4,121.45038496093326
16,8,3,3,5,1,93.84177703530807
3,0,1,5,1,2,28.183924131330684
11,14,5,6,2,2,101.43703499715443
4,4,7,5,9,1,59.917583007567494
4,14,1,4,2,3,81.4582611752108
10,6,8,1,1,0,59.81451482066864
5,10,6,6,3,3,79.34718392453657
6,5,1,4,5,1,53.741411819702236
13,5,4,8,4,4,99.24902896170961
10,11,4,3,7,3,102.66233178739462
12,6,6,9,5,2,91.21030326086503
1,5,4,1,0,4,46.453570851117355
6,4,5,6,2,1,52.41624034085668
19,9,8,6,9,0,117.11314946398393
3,4,2,0,0,3,37.44774130399318
7,8,2,4,2,4,78.94650773856746
19,13,7,2,3,4,136.96569052713824
18,7,9,8,13,2,132.0396335175064
12,13,5,8,6,3,116.46692567663396
13,11,9,6,8,0,105.75016506465211
9,14,2,8,9,4,117.47511163612216
10,9,1,1,1,2,70.1664732421535
1,13,1,9,1,3,69.56990440440636
8,3,1,7,4,3,65.44131250500268
16,3,4,9,2,0,76.84136207291584
2,9,4,9,6,2,70.30367771863642
5,4,0,9,2,0,41.35735413095686
4,12,1,0,0,4,70.72098324701139
4,12,1,2,0,1,56.141582150149105
14,2,3,7,1,1,66.66996837873253
16,14,6,7,10,0,125.2468794579478
8,7,2,9,0,0,61.28657546590253
2,6,4,7,11,1,63.21757075034849
19,4,8,6,5,4,116.99259221388307
16,9,4,1,4,0,87.50324461212507
9,2,8,2,0,4,65.69988966285052
2,14,0,8,8,4,94.69246638357667
17,4,8,1,9,2,103.96851857360548
17,2,4,6,4,4,96.23146366141486
16,9,7,0,0,3,96.17207487034965
2,4,4,2,3,1,34.632029353478856
2,0,5,0,0,1,18.929083146273342
5,5,7,5,3,0,54.563503224973346
12,9,1,3,3,0,75.46890682402544
14,3,2,0,0,2,60.875721140423295
8,3,8,4,6,2,71.00130576222568
3,7,4,3,3,3,57.512417817956916
13,1,4,9,4,0,64.90171476573751
4,3,8,9,6,1,58.77446215373059
1,14,9,1,0,3,72.71073771094193
10,1,2,6,2,0,46.730884189342426
8,0,3,7,0,3,49.797775705900825
2,9,6,3,2,4,69.91991652934868
8,12,1,8,1,4,91.74486719020548
2,12,7,2,4,3,78.309025490724
1,2,4,5,9,0,35.08124021842066
11,11,0,6,4,4,101.63106068388885
9,7,2,6,8,4,91.14769807353694
8,5,8,5,7,3,81.93183473601472
14,11,4,8,2,4,112.37397558213316
7,6,7,0,0,1,55.441210909461944
4,1,0,8,4,4,55.216049332204655
10,5,6,8,10,3,98.54849752511439
1,13,6,3,2,4,76.86657150043372
14,7,7,4,4,4,104.5761178987427
5,7,2,2,0,2,53.33295832366271
7,3,0,6,2,3,57.6026105724136
4,5,8,1,0,3,52.836016846741515
15,13,0,7,0,2,105.37334316003256
17,4,5,8,8,2,106.22905907232702
5,8,8,5,2,1,64.08483973167803
4,7,1,8,9,4,80.88204643950304
15,1,3,5,4,0,64.50151549341396
12,11,1,2,0,0,71.92764928959944
4,12,3,9,10,2,93.31398177152397
12,6,1,2,0,3,74.27156563186563
16,6,0,1,1,3,81.31141630889793
17,10,2,4,5,1,99.30680264469754
7,13,7,3,2,0,74.09702038681573
12,13,4,5,8,3,115.98464677324931
18,11,3,4,3,1,108.79189440131238
2,0,4,5,6,1,33.23916366403362
7,0,5,3,6,2,53.109546697943784
1,11,5,2,5,0,55.23580902397534
7,3,4,0,2,1,41.75285827965796
12,4,5,4,4,1,74.71977766375653
12,14,8,5,1,1,99.27038822804016
0,3,4,4,8,0,38.71958291193256
5,6,5,4,2,2,57.547647997072566
18,2,3,5,1,4,90.92499340477379
